Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
13/20,12/20,13650,1365000,75.20517802238464,4879.5091688632965,159.38706195354462,389.2309824824333,1.0
13/20,13/20,13700,1370000,92.66277718544006,4887.025100946426,161.27124828100204,380.0560499727726,1.0
13/20,14/20,13750,1375000,70.14455723762512,4917.334992647171,159.34791684150696,385.881549090147,1.0
13/20,15/20,13800,1380000,73.82849407196045,4944.331531047821,159.65407356619835,406.8749054521322,1.0
13/20,16/20,13850,1385000,76.98288106918335,4934.63357591629,159.6526304036379,379.77685494720936,1.0
13/20,17/20,13900,1390000,92.34274172782898,4933.300064563751,157.272582128644,371.0453762412071,1.0
13/20,18/20,13950,1395000,85.60019302368164,4939.8967180252075,156.0728513598442,375.00723376870155,1.0
13/20,19/20,14000,1400000,77.88051414489746,4948.273412704468,156.64194518327713,375.7148880213499,1.0
14/20,0/20,14050,1405000,94.25798082351685,4980.633143901825,157.73826536536217,384.61341762542725,1.0
14/20,1/20,14100,1410000,76.54564714431763,4984.566696643829,157.76202529668808,389.5302240103483,1.0
14/20,2/20,14150,1415000,76.00850200653076,4977.069933652878,158.8263545781374,378.90576335787773,1.0
14/20,3/20,14200,1420000,81.10694718360901,5003.2460064888,157.5676029548049,404.45130771398544,0.99
14/20,4/20,14250,1425000,76.39041471481323,4941.3778195381165,158.28462702035904,380.2186223268509,1.0
14/20,5/20,14300,1430000,81.49611115455627,4947.385672092438,156.86945164203644,372.97905822098255,0.99
14/20,6/20,14350,1435000,96.25711297988892,4978.159077882767,153.9705998301506,368.37572295218706,0.98
14/20,7/20,14400,1440000,106.36310911178589,5010.450967311859,155.79596570134163,371.46520563960075,1.0
14/20,8/20,14450,1445000,100.61602997779846,5060.372193813324,153.97938559949398,399.33485615998507,1.0
14/20,9/20,14500,1450000,79.11272692680359,5021.968051195145,156.1337285786867,390.1938614845276,1.0
14/20,10/20,14550,1455000,78.16981887817383,5005.739341259003,158.60605518519878,390.41130793094635,1.0
14/20,11/20,14600,1460000,71.5609130859375,5019.119124412537,157.29578115046024,371.5502183586359,1.0
14/20,12/20,14650,1465000,74.5110411643982,5010.208835601807,159.22597950696945,401.35825303196907,1.0
14/20,13/20,14700,1470000,76.48067712783813,5023.344014644623,158.44944532215595,398.378216996789,1.0
14/20,14/20,14750,1475000,84.62695693969727,5013.7567050457,156.9593358039856,419.6941521689296,0.99
14/20,15/20,14800,1480000,82.03206324577332,5014.079802513123,157.02468390762806,397.39384020864964,0.97
14/20,16/20,14850,1485000,80.53801012039185,4982.232694387436,157.07513564825058,420.19581340253353,1.0
14/20,17/20,14900,1490000,113.46158695220947,4988.081462621689,155.30551324039698,395.76317570358515,1.0
14/20,18/20,14950,1495000,72.10509705543518,4985.563739776611,156.77527886629105,416.49923968315125,1.0
14/20,19/20,15000,1500000,70.37679696083069,4983.524516582489,157.69313099980354,374.81100068986416,1.0
15/20,0/20,15050,1505000,70.74418377876282,4946.611920595169,156.01881539076567,371.2480179220438,1.0
15/20,1/20,15100,1510000,74.35121202468872,4929.47193479538,157.61646848917007,385.6984428688884,1.0
15/20,2/20,15150,1515000,71.48182988166809,4904.762849569321,157.10057464241982,355.25435672700405,0.99
15/20,3/20,15200,1520000,70.14873170852661,4919.9624083042145,157.0504776239395,360.2556827068329,0.99
15/20,4/20,15250,1525000,74.32659101486206,4888.449155092239,155.95258279144764,378.0036277323961,1.0
15/20,5/20,15300,1530000,82.47337770462036,4901.806941747665,156.749551422894,369.0765485242009,1.0
15/20,6/20,15350,1535000,82.65708589553833,4902.447396039963,155.1097626388073,389.5788063853979,1.0
15/20,7/20,15400,1540000,87.079421043396,4925.436463832855,156.80504575371742,378.68896366655827,1.0
15/20,8/20,15450,1545000,91.03869581222534,4939.481249809265,155.0048202648759,409.17107696831226,1.0
15/20,9/20,15500,1550000,90.89641904830933,4905.188446998596,156.01419259607792,378.061888448894,1.0
15/20,10/20,15550,1555000,94.11164498329163,4911.585820436478,155.80325496196747,373.7490129172802,1.0
15/20,11/20,15600,1560000,115.13529896736145,4945.782011508942,156.9122980237007,384.5619793012738,1.0
15/20,12/20,15650,1565000,76.12564516067505,4977.2346913814545,154.12457859516144,348.7261598482728,0.99
15/20,13/20,15700,1570000,68.35497808456421,4963.382923126221,155.4002492800355,360.680164039135,1.0
15/20,14/20,15750,1575000,86.1178731918335,4950.380166053772,156.44113644957542,363.24058824777603,1.0
15/20,15/20,15800,1580000,75.34350490570068,4927.855154514313,157.24042408168316,361.48519959300756,1.0
15/20,16/20,15850,1585000,64.34357500076294,4926.621585845947,158.0762443691492,367.69602397829294,1.0
15/20,17/20,15900,1590000,64.97941875457764,4910.507671117783,157.21929848194122,367.34142527729273,0.99
15/20,18/20,15950,1595000,70.88862013816833,4899.091157436371,153.54116644710302,367.78677885979414,1.0
15/20,19/20,16000,1600000,72.15926885604858,4890.820771455765,155.23489183932543,381.38687677681446,1.0
16/20,0/20,16050,1605000,77.24862289428711,4903.000312805176,155.8554355353117,376.157344147563,1.0
16/20,1/20,16100,1610000,74.89858102798462,4890.417913913727,154.90335104614496,367.8322654813528,1.0
16/20,2/20,16150,1615000,75.57444190979004,4892.641329526901,154.41182389855385,358.35288640856743,1.0
16/20,3/20,16200,1620000,76.18236517906189,4896.8160264492035,155.8064632192254,359.656619861722,1.0
16/20,4/20,16250,1625000,90.90332698822021,4894.179188251495,154.5160266160965,354.0014320909977,1.0
16/20,5/20,16300,1630000,75.96075701713562,4925.206826448441,153.07435793429613,353.72862561792135,1.0
16/20,6/20,16350,1635000,68.55455994606018,4878.796310424805,155.55173566937447,363.21408922970295,1.0
16/20,7/20,16400,1640000,71.53286600112915,4874.69146156311,153.89023952186108,373.3594533354044,1.0
16/20,8/20,16450,1645000,66.5535900592804,4906.450301885605,153.314169973135,354.06079168617725,1.0
16/20,9/20,16500,1650000,66.72800302505493,4898.77251124382,152.3698669373989,351.6356707960367,1.0
16/20,10/20,16550,1655000,69.21046996116638,4872.11997461319,154.31498537957668,341.5962228551507,1.0
16/20,11/20,16600,1660000,68.09032917022705,4881.062449932098,152.98683943599463,341.48700116574764,1.0
16/20,12/20,16650,1665000,68.83681011199951,4863.486935138702,153.50757747888565,350.4238726645708,1.0
16/20,13/20,16700,1670000,76.44898009300232,4834.572945833206,155.14264902472496,343.77174431830645,1.0
16/20,14/20,16750,1675000,72.29427194595337,4827.860558509827,156.31851534545422,346.07235738635063,1.0
16/20,15/20,16800,1680000,81.04507970809937,4816.528740644455,155.3168367817998,325.1543493568897,1.0
16/20,16/20,16850,1685000,80.06539011001587,4818.295494556427,158.3199605345726,332.2416896671057,1.0
16/20,17/20,16900,1690000,101.32968974113464,4833.366057872772,156.34416206926107,364.3762433677912,1.0
16/20,18/20,16950,1695000,109.75737500190735,4821.32502913475,156.4303003102541,336.3275936245918,1.0
16/20,19/20,17000,1700000,114.4741599559784,4853.815222978592,157.0995175242424,317.013887450099,1.0
17/20,0/20,17050,1705000,116.49437308311462,4831.274696350098,155.4712379425764,307.7634357139468,1.0
17/20,1/20,17100,1710000,91.23927021026611,4844.323198080063,158.6386028677225,364.4111353904009,0.99
17/20,2/20,17150,1715000,72.23296308517456,4829.713062286377,158.7907654196024,363.3736734241247,1.0
17/20,3/20,17200,1720000,73.63102173805237,4828.416698932648,157.74588690698147,341.53518206626177,1.0
17/20,4/20,17250,1725000,81.03173685073853,4795.907703399658,157.75619561970234,326.836158670485,1.0
17/20,5/20,17300,1730000,79.62118291854858,4797.359338998795,158.12152833491564,345.12110950797796,1.0
17/20,6/20,17350,1735000,85.9440438747406,4791.382133483887,157.2135888338089,332.4770588427782,1.0
17/20,7/20,17400,1740000,98.4534330368042,4811.238604784012,156.20854552090168,341.49017279595137,1.0
17/20,8/20,17450,1745000,101.89510202407837,4799.972902536392,156.07893854379654,320.18679527938366,1.0
17/20,9/20,17500,1750000,117.24939012527466,4807.671024084091,157.3204213604331,341.3903978019953,1.0
17/20,10/20,17550,1755000,113.03110980987549,4796.452573060989,156.75718541443348,364.7033394277096,1.0
17/20,11/20,17600,1760000,96.60974216461182,4817.197759151459,159.36039279401302,336.1208677366376,1.0
17/20,12/20,17650,1765000,76.6407721042633,4795.581711530685,158.23402027785778,342.634791508317,1.0
17/20,13/20,17700,1770000,66.8560619354248,4781.662348031998,157.38686707615852,339.9589363336563,0.99
17/20,14/20,17750,1775000,70.56892395019531,4770.171823501587,156.24932023882866,340.3514083623886,1.0
17/20,15/20,17800,1780000,88.52876019477844,4782.936076641083,156.74884670972824,349.2671947851777,1.0
17/20,16/20,17850,1785000,80.6078588962555,4799.365462779999,154.3617338836193,331.2836142703891,1.0
17/20,17/20,17900,1790000,92.18239283561707,4821.4621686935425,157.05701392889023,349.438322737813,1.0
17/20,18/20,17950,1795000,97.30741786956787,4815.205062150955,154.27367778867483,296.7520658299327,0.99
17/20,19/20,18000,1800000,118.28410696983337,4813.5561373233795,154.50215728580952,319.1202268525958,1.0
18/20,0/20,18050,1805000,87.7908079624176,4813.35377907753,157.2764309346676,314.13235734403133,0.99
18/20,1/20,18100,1810000,83.08931612968445,4834.308498620987,153.86825612187386,325.43464197963476,1.0
18/20,2/20,18150,1815000,101.64662790298462,4829.764525175095,152.99407812952995,330.50805097073317,1.0
18/20,3/20,18200,1820000,79.49010682106018,4811.3835253715515,154.44503055512905,339.22852796316147,1.0
18/20,4/20,18250,1825000,63.77493715286255,4796.2999567985535,156.49552829563618,319.7856894955039,1.0
18/20,5/20,18300,1830000,59.757224798202515,4812.6723556518555,157.34313249588013,334.4569784477353,1.0
18/20,6/20,18350,1835000,62.52209210395813,4789.665830373764,158.28417252004147,328.277635499835,1.0
18/20,7/20,18400,1840000,71.30133414268494,4795.5324058532715,155.728546500206,323.5736331194639,0.99
18/20,8/20,18450,1845000,74.4253671169281,4793.621629238129,155.1976214647293,326.36198798567057,1.0
18/20,9/20,18500,1850000,83.945307970047,4803.621999263763,154.99556803703308,309.8205685839057,0.99
18/20,10/20,18550,1855000,98.78443169593811,4811.820090293884,156.7165286540985,314.0533825904131,1.0
18/20,11/20,18600,1860000,121.27013874053955,4792.038259983063,156.6869247406721,325.93229980766773,0.98
18/20,12/20,18650,1865000,81.9177942276001,4757.153685808182,155.89982697367668,322.42563669383526,0.99
18/20,13/20,18700,1870000,71.26058173179626,4773.6567986011505,155.31461834907532,302.92433765530586,1.0
18/20,14/20,18750,1875000,97.63400387763977,4784.4138123989105,154.6300072669983,316.01707791537046,1.0
18/20,15/20,18800,1880000,105.95270705223083,4775.987139225006,155.85934001207352,318.6356319412589,1.0
18/20,16/20,18850,1885000,74.80860805511475,4793.019641876221,156.57193085551262,318.63725826889277,1.0
18/20,17/20,18900,1890000,86.31038689613342,4775.065771579742,157.0413018465042,306.34618470072746,1.0
18/20,18/20,18950,1895000,72.75088739395142,4767.523916959763,157.49052838981152,314.9012374281883,1.0
18/20,19/20,19000,1900000,72.12739777565002,4794.955934286118,158.80984211713076,343.87167600542307,1.0
19/20,0/20,19050,1905000,89.1176860332489,4751.218264102936,157.2832749336958,316.35139379650354,1.0
19/20,1/20,19100,1910000,65.02918982505798,4776.811834096909,152.53175577521324,370.6105761229992,1.0
19/20,2/20,19150,1915000,62.49648904800415,4775.674703836441,154.9728955104947,378.81333450227976,1.0
19/20,3/20,19200,1920000,77.61527824401855,4784.986034154892,154.7971969395876,346.84163155406713,1.0
19/20,4/20,19250,1925000,87.44612193107605,4822.712279319763,155.94047109782696,370.24173264950514,0.99
19/20,5/20,19300,1930000,95.01796793937683,4816.986674308777,157.1250918135047,389.7994223386049,1.0
19/20,6/20,19350,1935000,79.89092493057251,4798.88901758194,156.2344765216112,371.5797751992941,1.0
19/20,7/20,19400,1940000,59.088639974594116,4781.331073522568,155.45510824024677,344.7792806327343,1.0
19/20,8/20,19450,1945000,60.838478803634644,4783.954820632935,155.6647432744503,352.5479654893279,1.0
19/20,9/20,19500,1950000,61.54555797576904,4794.202815532684,155.30031901597977,357.0775228664279,1.0
19/20,10/20,19550,1955000,69.35356330871582,4790.056236505508,156.26126286387444,343.65605929493904,1.0
19/20,11/20,19600,1960000,85.00487923622131,4750.977800130844,156.4936684370041,354.0555033683777,1.0
19/20,12/20,19650,1965000,98.4476330280304,4754.134713411331,155.92269223928452,327.13644637167454,1.0
19/20,13/20,19700,1970000,81.35001397132874,4763.05534362793,153.9362618252635,325.29646214842796,0.99
19/20,14/20,19750,1975000,73.92745923995972,4754.329083204269,154.95387664437294,322.8129288107157,1.0
19/20,15/20,19800,1980000,82.2484061717987,4735.155873060226,155.73386077582836,310.6148066520691,0.99
19/20,16/20,19850,1985000,72.284982919693,4754.353279829025,153.85582630336285,298.38879469782114,1.0
19/20,17/20,19900,1990000,60.99476885795593,4782.197965145111,154.82766871899366,307.1523253247142,1.0
19/20,18/20,19950,1995000,61.807997941970825,4767.257264852524,154.72363190352917,311.1925792992115,1.0
19/20,19/20,20000,2000000,74.88762927055359,4745.209418058395,156.27075397223234,303.3482911735773,1.0
